id,title,artist,active,comment,tabs,lyrics,chords,capo,bypassRequestLimits,minAmount,attributes
4484043,В землянке,Леонид Утёсов,false,,,,,,false,0,Лирические
4174961,"Хали-гали, паратруппер",Леприконсы,true,,,,,,false,0,"ПОП,Потанцевать"
4174963,La nunta asta,Лія Табурчан,true,,,,,,false,0,"На других языках,Молдавские"
4174971,На Титанике,Лолита Милявская,true,,,,,,false,0,ПОП
5189712,Пропадаю я,Любовь Успенская,true,,,,,,false,0,Ретро
4862359,А река течёт,Любэ,true,,,,,,false,0,"ПОП,Лирические"
4174966,Конь,Любэ,true,,,,,,false,0,"ПОП,Лирические"
4706148,"Ты неси меня, река (Краса)",Любэ,true,,,,,,false,0,"ПОП,Из кинофильмов,Лирические"
4179594,Песня Золушки,Людмила Сенчина,false,,,,,,false,0,Из мультфильмов
4518643,Ау,Ляпис Трубецкой,true,,,,,,false,0,
4837546,Нежность,Майя Кристалинская,true,,,,,,false,0,"Ретро,Лирические"
5460821,Знаешь ли ты,МакSим,true,,,,,,false,0,"ПОП,Лирические"
5127336,Ангелы,Максим Фадеев,true,,,,,,false,0,Лирические
5389104,Скажите детям,Максим Фадеев и Маша Гулевич,true,,,,,,false,0,Лирические
4174923,В горнице моей светло,Марина Девятова,true,,,,,,false,0,"Народные,Лирические"
4987336,"Ой, снег-снежок",Марина Девятова,true,,,,,,false,0,"Новогодние,Народные"
5123607,"Шагает парень (Качает, качает, качает)",Мария Пахоменко,true,,,,,,false,0,Из кинофильмов
4200023,Нитью,Мария Чайковская,true,,,,,,false,0,Лирические
4389000,Целуй меня,"Мария Чайковская ",true,,,,,,false,0,Лирические
4174899,Журавли,Марк Бернес,true,,,,,,false,0,Лирические
4484039,Тёмная ночь,Марк Бернес,false,,,,,,false,0,Лирические
4174967,С днём рождения,Марта,true,,,,,,false,0,ПОП
4192372,Земля,Маша и Медведи,true,,,,,,false,0,"Из кинофильмов,РОК"
4221957,Любочка,Маша и Медведи,true,,,,,,false,0,
4388999,На моей луне,Мёртвые дельфины,true,,,,,,false,0,РОК
4174972,Музыка нас связала,Мираж,false,,,,,,false,0,"ПОП,Потанцевать"
4174902,Ланфрен-ланфра,Михаил Боярский,true,,,,,,false,0,"Лирические,Из кинофильмов"
4326368,Сам тебя выдумал,Михаил Бублик,true,,,,,,false,0,"Лирические,A cappella"
5440269,Фраер,Михаил Круг,true,,,,,,false,0,
4174951,Приходите в мой дом,Михаил Круг и Вика Цыганова,false,,,,,,false,0,Лирические
4255540,Звуки пианино,МОТ,true,,,,,,false,0,"ПОП,Лирические"
4764896,"Нулевой километр ",Мураками,true,,,,,,false,0,РОК
5298038,"Я это ты, ты это я",Мурат Насыров,true,,,,,,false,0,
4329849,За тебя калым отдам,Мурат Тхагалегов,true,,,,,,false,0,"ПОП,Потанцевать"
4176313,Королева красоты,Муслим Магомаев,true,,,,,,false,0,Ретро
4185091,Синяя вечность,Муслим Магомаев,true,,,,,,false,0,"Ретро,Лирические"
4975700,Однажды в декабре (Вальс),"м/ф ""Анастасия""",true,,,,,,false,0,"Лирические,На других языках,Английские,Новогодние,Из мультфильмов"
4174976,"Говорят, мы бяки-буки","м/ф ""Бременские музыканты""",true,,,,,,false,0,"Потанцевать,Из мультфильмов"
4203649,Дуэт Короля и Принцессы,"м/ф ""Бременские музыканты""",true,,,,,,false,0,Из мультфильмов
4174979,Ничего на свете лучше нету,"м/ф ""Бременские музыканты""",true,,,,,,false,0,Из мультфильмов
4203643,"Оставайся, мальчик, с нами","м/ф ""В синем море, в белой пене…""",true,,,,,,false,0,"Ретро,Потанцевать,Из мультфильмов"
4208694,Песня Деда Мороза,"м/ф ""Дед Мороз и лето""",false,,,,,,false,0,"Новогодние,Из мультфильмов"
4174980,Кабы не было зимы,"м/ф ""Каникулы в Простоквашино""",false,,,,,,false,0,"Из мультфильмов,Новогодние"
4203644,Чунга-чанга (ремикс),"м/ф ""Катерок""",true,,,,,,false,0,"Потанцевать,Из мультфильмов"
4174981,От улыбки,"м/ф ""Крошка Енот""",true,,,,,,false,0,Из мультфильмов
4203637,Частушки Бабок-Ёжек,"м/ф ""Летучий корабль""",false,,,,,,false,0,"Потанцевать,Из мультфильмов"
4174982,Песня мамонтёнка,"м/ф ""Мама для мамонтёнка""",true,,,,,,false,0,"Ретро,Из мультфильмов"
4174983,Песня про варенье,"м/ф ""Маша и медведь""",false,,,,,,false,0,Из мультфильмов
4174997,"Расскажи, Снегурочка, где была?","м/ф ""Ну, погоди""",false,,,,,,false,0,"Потанцевать,Из мультфильмов,Новогодние"
4174984,По полям…,"м/ф ""Синий трактор""",false,,,,,,false,0,Из мультфильмов
4174995,Новогодняя колыбельная,"м/ф ""Смешарики""",false,,,,,,false,0,"Из мультфильмов,Новогодние"
4203646,От винта,"м/ф ""Смешарики""",true,,,,,,false,0,"Потанцевать,Из мультфильмов"
4203647,Облака,"м/ф ""Трям! Здравствуйте!""",true,,,,,,false,0,Из мультфильмов
4174998,Колыбельная медведицы,"м/ф ""Умка""",true,,,,,,false,0,"Ретро,Новогодние,Из мультфильмов"
4174999,А кто такие Фиксики? (заставка),"м/ф ""Фиксики""",false,,,,,,false,0,Из мультфильмов
4203639,Отпусти и забудь,"м/ф ""Холодное сердце""",false,,,,,,false,0,"Лирические,Из мультфильмов"
4175005,Песенка Крокодила Гены,"м/ф ""Чебурашка""",true,,,,,,false,0,"Ретро,Из мультфильмов"
4175004,Голубой вагон,"м/ф ""Шапокляк""",true,,,,,,false,0,"Ретро,Из мультфильмов"
4174922,Новый год,Надежда Гуськова,false,,,,,,false,0,Новогодние
4190551,Виновата ли я…,Надежда Кадышева,true,,,,,,false,0,"Потанцевать,Народные"
4190563,Миленький ты мой,Надежда Кадышева,true,,,,,,false,0,Народные
5321028,Напилася я пьяна,Надежда Кадышева,true,,,,,,false,0,Народные
5156542,Широка река,Надежда Кадышева,true,,,,,,false,0,Народные
4175006,Нас бьют – мы летаем,Наргиз,true,,,,,,false,0,РОК
4255546,Ты – моя нежность,Наргиз,false,,,,,,false,0,"РОК,Лирические"
4175007,Вдвоём,Наргиз и Максим Фадеев,true,,,,,,false,0,"РОК,Лирические"
4175026,Сигаретка,Настасья Самбурская,true,,,,,,false,0,
4285657,Чёрная моль,Настасья Самбурская,true,,,,,,false,0,
4179597,Ветер с моря дул,Натали,true,,,,,,false,0,"Потанцевать,ПОП"
4174944,Маленькая страна,Наташа Королёва,true,,,,,,false,0,ПОП
4190549,Кофе - мой друг,Нервы,true,,,,,,false,0,РОК
4174921,Птица счастья,Николай Гнатюк,true,,,,,,false,0,"Ретро,Потанцевать"
4221958,Это здорово,Николай Носков,true,,,,,,false,0,Лирические
4175035,Смуглянка,Николай Устинов,true,,,,,,false,0,Из кинофильмов
4584847,Дым сигарет с ментолом,Нэнси,true,,,,,,false,0,"Ретро,ПОП"
4962872,Чистый лист (Девушка мечты),Нэнси,true,,,,,,false,0,"Ретро,ПОП"
4175009,Foaie Verde Brebenoc,"Нэтэлица Олару ",true,,,,,,false,0,"На других языках,Молдавские"
4175010,Обійми,Океан Ельзи,true,,,,,,false,0,"Лирические,На других языках,Украинские"
4192375,Морячка,Олег Газманов,false,,,,,,false,0,ПОП
5018287,Изгиб гитары жёлтой,Олег Митяев,true,,,,,,false,0,"Ретро,Лирические"
4174907,Нам будет жарко,Ольга Бузова и Настя Кудри,false,,,,,,false,0,ПОП
